Account_Number,Customer_Name,Amount_Financed,Product_Description,Currency,Value_Date,Maturity_Date,Interest_Rate,Principal_os_amount,Principal_Overdue_Amount,Interest_Overdue_Amount,Overdue_Days,Branch_Code,PRINCIPAL_INSTALLMENTS,CR_ACC
4950612527,Achieng,85072504,Corporate,KES,2023-01-07,2022-12-19,10.84,9725777.7,14193725.71,3360063.41,233,EF34GH,1682845.25,268110005
3296812727,Njeri,95647591,Corporate,KES,2023-06-05,2023-02-12,10.04,97865716.31,75932579.63,3857633.5,304,CD56EF,311937.21,268110002
5525708780,Mwangi,94213705,Term Loan,KES,2022-05-26,2023-05-16,13.96,20451243.43,72838547.7,7636984.56,146,YZ34AB,3053412.73,268110002
7095110221,Achieng,42568519,Corporate,KES,2022-12-12,2023-01-24,9.49,53132085.43,84958546.11,2568446.66,126,WX56YZ,897578.86,268110003
7917899454,Njeri,17984343,Corporate,KES,2023-05-04,2023-07-02,14,50807109.19,80864414.19,4128198.08,99,EF34GH,314571.44,268110001
1376348968,Odhiambo,68532849,Corporate,KES,2021-05-14,2023-06-05,11.27,101348422.8,19795413.1,2194016.52,36,YZ34AB,2255944.67,268110005
2541375547,Omondi,13802543,Corporate,USD,2022-06-15,2023-05-17,11.64,50238511.03,52934572.72,7199757.99,1,WX56YZ,1876940.63,268110056
881436536,Omondi,31726352,Corporate,KES,2022-11-22,2023-01-23,15.02,80062081.93,78654847.7,3331285.18,304,IJ56KL,3371483.95,268110001
5004549256,Odhiambo,119403129,Corporate,USD,2023-07-19,2023-08-21,9.53,97679004.92,30972445.46,467084.96,68,WX56YZ,628466.52,268110056
5342709506,Kamau,5756214,Corporate,KES,2021-10-25,2023-06-17,14.19,7133804.87,50167202.58,2877690.95,313,WX56YZ,1717865.53,268110056
7641357072,Mwangi,117017733,Term Loan,KES,2022-02-19,2022-12-12,10.6,60960770.94,116637565.8,6206162.99,47,CD56EF,2687571.21,268110003
8584151554,Mwangi,34665934,Corporate,KES,2022-03-27,2023-07-12,9.19,56963568,16514802.87,1270663.66,72,EF34GH,3106591.66,268110001
6383121148,Mwangi,110681483,Asset Finance,KES,2022-11-03,2023-08-11,15.34,49427551.58,76355239.8,9465104.84,224,OP12QR,464861.29,268110001
8854479526,Muthoni,11141893,Asset Finance,KES,2023-06-09,2023-07-10,13.57,52589265.95,74207457.85,7500994.98,247,WX56YZ,1030494.29,268110005
7866777087,Kamau,81839831,Asset Finance,USD,2022-10-23,2023-03-08,11.59,81243452.93,4054175.96,7522465.98,283,OP12QR,2778005.54,268110005
6580588656,Omondi,108081727,Retail,KES,2022-01-19,2023-01-03,12.62,30930843.48,48043405,1165330.86,357,OP12QR,3138343,268110002
2232792024,Muthoni,111434105,Retail,KES,2021-12-16,2023-07-04,12.41,14684905.17,90090129.1,491157.12,349,WX56YZ,2265455.52,268110056
9920376784,Ochieng,65513089,Retail,KES,2021-05-13,2023-07-13,15.37,94490279.69,64837698.77,6529240.65,307,OP12QR,3078891.1,268110001
6723132134,Mwangi,22504012,Retail,KES,2021-08-10,2023-06-13,9.19,68928581.48,13092978.88,4841169.6,129,KL90MN,2025998.12,268110002
3822354151,Omondi,15920733,Asset Finance,KES,2023-02-24,2023-05-19,11.55,4926798.45,66966190.22,1467295.31,354,OP12QR,410727.6,268110056
7449035123,Odhiambo,113984066,Asset Finance,KES,2023-04-02,2023-06-21,10.06,87270565.67,13249788.75,2103457.42,61,WX56YZ,1007537.05,268110001
8749168833,Wanjiku,118369176,Asset Finance,KES,2023-07-01,2023-02-05,9.04,86773260.78,48861917.85,725027.88,243,WX56YZ,1769702.25,268110000
7293049723,Njeri,35531293,Corporate,KES,2022-11-11,2023-03-16,11.89,43527410.25,48644059.88,1801520.35,214,KL90MN,2862514.3,268110000
6192682054,Mwangi,102576676,Corporate,KES,2023-05-17,2023-04-05,12.4,52986945.34,119173570,4442249.54,226,OP12QR,3493418.07,268110003
2133525181,Ochieng,80042442,Asset Finance,KES,2021-09-08,2023-06-13,14.83,104679908.7,21487747.68,5591146.78,132,WX56YZ,3270936.25,268110056
6295218178,Kamau,37992696,Retail,USD,2023-06-21,2023-07-14,10.93,4481922.29,42449285.89,487106.62,80,WX56YZ,1421890.03,268110005
2121791898,Odhiambo,110971423,Term Loan,KES,2023-05-10,2023-03-08,12.48,19351497.49,49900596.93,7123715.68,337,KL90MN,2179361.21,268110004
7821677989,Mwangi,9180043,Corporate,KES,2023-03-15,2023-04-23,11.32,66800692.92,42258392.72,2980308.28,100,OP12QR,2280252.14,268110001
4633201150,Odhiambo,34388852,Retail,KES,2023-02-21,2023-05-27,14.69,3828060.98,78166987.53,8273776.94,75,WX56YZ,709998.93,268110004
8040918705,Odhiambo,110191962,Corporate,USD,2021-10-27,2023-07-12,10.95,112517032.7,55851588.24,8136515.02,181,WX56YZ,2965907.03,268110003
5502724991,Achieng,71894822,Corporate,KES,2022-02-10,2023-05-24,11.21,54552632.03,118327948.2,6373236.3,356,OP12QR,2018321.27,268110002
1575392411,Ochieng,95974285,Corporate,KES,2021-01-27,2023-06-17,11.7,41069860.73,107662630.3,8216038.05,196,IJ56KL,453496.35,268110056
8862520805,Kamau,103074610,Asset Finance,KES,2021-11-25,2023-07-13,14.71,45475192.61,111218163.5,6954924.79,67,EF34GH,2102401.98,268110000
1755002916,Auma,112639348,Asset Finance,KES,2023-01-10,2023-04-12,10.55,72056182.98,13879852.03,7507168.74,312,YZ34AB,482400.9,268110002
9258419747,Odhiambo,28183471,Corporate,KES,2021-12-17,2023-03-17,10.55,63352575.12,8178218.68,8031118.75,255,WX56YZ,472460.6,268110001
3752057719,Njeri,15493673,Corporate,KES,2022-04-27,2023-03-12,14.03,25718054.24,95413078,1549191.75,293,MN78OP,1778152.04,268110001
5863884438,Mwangi,95290582,Asset Finance,KES,2023-01-08,2023-01-27,14.47,23414229.74,50842225.26,800736.38,364,AB78CD,670935.02,268110004
778131164,Muthoni,42461037,Asset Finance,KES,2021-01-11,2023-04-18,10.94,70591199.38,17296319.77,456151.1,342,EF34GH,3435896.81,268110005
5669291597,Achieng,105031277,Corporate,USD,2023-07-13,2023-03-08,9.82,98199395.25,84417373.85,8069835.05,341,WX56YZ,1653071.2,268110003
9660771854,Mwangi,5467971,Staff,KES,2023-04-16,2023-03-12,14.67,72041259.31,81240570.24,5165362.03,110,CD56EF,1239799.6,268110003
6475973238,Wanjiku,71128997,Corporate,KES,2023-02-13,2023-04-20,12.06,10245728.67,56287571.39,2218688.68,355,WX56YZ,1602415.2,268110000
7910920641,Achieng,75823054,Term Loan,KES,2021-09-11,2023-02-07,12.12,108711598.2,8953237.36,1834625.7,235,MN78OP,1365354.9,268110056
5620975001,Njeri,25034096,Asset Finance,KES,2022-11-15,2023-02-09,9.48,56661566.82,48803670.57,701497.2,206,OP12QR,2293689.26,268110000
901111126,Auma,81605452,Asset Finance,USD,2022-11-02,2023-06-10,12.47,31079439.38,117579166.7,2047438.38,126,YZ34AB,2660731.38,268110003
2709099454,Achieng,111570355,Corporate,KES,2022-06-29,2023-07-23,9.43,27269551.98,2281898.96,3442061.2,209,AB78CD,779900.59,268110003
8985987427,Achieng,77278784,Retail,KES,2022-04-01,2023-01-02,14.26,9534884.3,77689962.08,4369498.33,154,EF34GH,3339432.79,268110056
7364017295,Kamau,53483468,Retail,KES,2021-11-15,2023-06-21,14.4,110558320.2,109452953.1,583625.93,203,AB12CD,2359896.37,268110005
7431391514,Ochieng,79466015,Asset Finance,KES,2021-05-03,2023-04-10,11.7,22180235.21,29500154.61,3070150.22,147,WX56YZ,3449337.54,268110056
8183796798,Njeri,109210874,Retail,KES,2022-07-21,2023-03-14,15.95,58088771.63,27303279.98,7216445.62,57,OP12QR,291450.69,268110000
7802811011,Mwangi,8092813,Corporate,USD,2021-07-19,2023-03-03,9.6,27035320.08,87159685.68,9194685.61,260,CD56EF,3446859.34,268110005
7035324555,Njeri,93588765,Corporate,KES,2021-11-21,2023-02-24,13.53,51501243.88,11681728.94,4465557.79,64,WX56YZ,891926.78,268110005
4437796333,Mwangi,7551967,Asset Finance,USD,2022-12-30,2023-06-07,10.86,76968622.18,70805719.35,490750.93,296,EF34GH,2386770.59,268110004
1949195010,Ochieng,51332543,Corporate,KES,2022-04-24,2023-04-25,13.41,105311117.4,63177216.67,4758686.42,292,OP12QR,435185.81,268110002
5504276164,Omondi,94184250,Retail,KES,2023-03-25,2023-09-06,10.56,11588908.8,62734538.17,7076596.58,347,OP12QR,2815260.18,268110000
8641708430,Njeri,110852341,Retail,KES,2022-10-12,2023-01-12,10.43,39351232.39,19571389.13,8392251.4,191,QR90ST,845131.42,268110003
2061387175,Odhiambo,81502024,Asset Finance,KES,2021-08-12,2023-02-23,14.25,26320857.89,17967080.8,316823.08,272,WX56YZ,588587.54,268110004
7987203991,Auma,22284293,Asset Finance,KES,2021-02-19,2023-05-02,11.49,29268807.55,4471388.49,2303062.23,175,WX56YZ,1729789.07,268110002
145525097,Auma,73890137,Asset Finance,USD,2021-03-12,2023-03-24,10.86,108463070.5,99698277.29,8917727.56,349,WX56YZ,1243746.3,268110056
6622903033,Achieng,82916450,Corporate,KES,2021-12-03,2023-01-29,15.23,42245387.3,71508999.29,5398596.98,355,AB78CD,256659.25,268110056
727572342,Muthoni,19363776,Asset Finance,KES,2021-03-28,2023-08-22,10.63,32864559.5,101178350.3,4593479.73,3,OP12QR,1522127.08,268110002
1967574527,Njeri,112033209,Term Loan,KES,2023-07-24,2023-08-01,11.71,90375011.86,33430936.17,7338536.19,146,WX56YZ,1590919.35,268110002
2666385099,Njeri,37264551,Corporate,USD,2023-06-19,2023-01-31,14.91,72876707.1,7025853.9,4874700.5,335,MN78OP,594883.51,268110056
8643887450,Omondi,14533147,Asset Finance,KES,2023-03-13,2023-05-11,10.89,102779886.9,100517286.7,6600884.09,217,OP12QR,1369028.01,268110001
2444380737,Omondi,96779261,Retail,KES,2022-04-08,2023-05-22,12.44,11357618.47,38089167.86,1540609.32,47,AB78CD,1320520.43,268110000
3638733186,Odhiambo,114504628,Retail,KES,2022-04-05,2023-01-12,9.04,36234937.84,7828190,1578853.57,95,OP12QR,3194061.42,268110002
1114607110,Muthoni,4554399,Term Loan,USD,2022-05-12,2023-01-06,14.99,65858593.51,4559747.75,615798.07,133,WX56YZ,1260421.2,268110004
1930863423,Achieng,112130806,Corporate,KES,2021-03-18,2023-07-18,9.11,15525267.28,76692918.69,9639208.89,223,YZ34AB,1347777.45,268110056
3784457969,Auma,68610358,Retail,KES,2021-08-29,2023-08-31,10.45,39279947,90463093.81,6696521.5,26,WX56YZ,886636.01,268110005
5805163547,Omondi,52642441,Corporate,KES,2022-06-26,2023-03-22,13.59,37972570.3,44205975.36,2870265.69,179,CD56EF,725595.97,268110002
8728520857,Auma,117163610,Asset Finance,KES,2022-10-25,2023-07-14,9.95,20340089.19,80432746.14,8582824.04,205,WX56YZ,3162915.29,268110056
3608895631,Mwangi,32149665,Corporate,KES,2022-09-29,2023-03-10,13.07,7044800.25,22921241.9,4619037.46,329,WX56YZ,3397398.37,268110001
8318948991,Odhiambo,88063021,Retail,KES,2023-09-11,2023-08-31,10.12,1471306.65,66950579.45,7197998.19,130,MN78OP,2881689.4,268110001
8587754871,Njeri,41428478,Term Loan,USD,2023-08-04,2023-09-01,14.12,77152040.19,109229442.3,2072105.67,295,IJ56KL,772013.8,268110005
1120901031,Ochieng,100680395,Asset Finance,KES,2021-04-03,2023-02-12,9.08,105226408.9,83514083.04,6669487.24,73,WX56YZ,598963.34,268110004
1659285757,Njeri,95913076,Staff,KES,2021-12-28,2023-05-28,11.2,47415839.75,72846826.11,4813427.94,77,CD56EF,3298440.99,268110000
1445901457,Mwangi,94371164,Retail,KES,2022-02-02,2023-07-05,10.72,41532164.85,53861222.46,797701.23,125,MN78OP,1113029.4,268110056
8860104281,Achieng,65777595,Corporate,KES,2021-03-02,2023-01-03,13.79,38492209.71,16385489.76,5468872.53,186,QR90ST,3319685.3,268110056
4105392901,Muthoni,22556630,Term Loan,KES,2021-02-24,2023-04-12,10.1,115872115.9,40376903.78,3520112.24,77,OP12QR,950448.26,268110003
1267300687,Auma,47560124,Asset Finance,KES,2023-08-16,2023-01-21,10.44,2781894.09,114131521.6,5678606.49,190,OP12QR,2394858.27,268110004
2523665457,Odhiambo,105055924,Corporate,KES,2023-03-10,2023-07-15,11.23,73040050.85,25125322.61,6589373.54,32,WX56YZ,543301.31,268110056
7652920247,Kamau,55873131,Term Loan,KES,2022-05-31,2023-02-14,9.67,68510977.21,52883627.56,4766094.16,326,OP12QR,1870765.76,268110003
5676720556,Omondi,99268718,Corporate,KES,2023-05-08,2023-05-20,12.93,119278873.4,38653816.15,8712211.16,62,OP12QR,2534839.07,268110001
4849745018,Auma,95306030,Corporate,KES,2023-07-03,2023-03-17,14.18,89565753.98,57455113.6,5989672.7,178,MN78OP,3040209.39,268110056
7312602054,Njeri,95787187,Corporate,KES,2021-11-08,2023-05-03,9.37,105200219.8,83431736.47,7124865.72,89,YZ34AB,628069.4,268110005
6772916495,Wanjiku,12812368,Corporate,KES,2022-09-10,2023-01-04,11.63,61549951.4,75872094.71,8985766.86,137,AB78CD,239620.37,268110002
1362527596,Achieng,97271011,Term Loan,KES,2021-03-29,2023-05-12,15.32,52199646.03,90776243.5,2512979.05,64,QR90ST,1853371.56,268110005
920919400,Wanjiku,77946482,Asset Finance,KES,2021-10-08,2023-02-06,9.36,110419827.4,54450280.89,3629175.17,361,WX56YZ,3050448.21,268110001
9528791735,Wanjiku,41163917,Retail,KES,2022-05-11,2023-08-12,10.73,3008665.96,91078793.7,600884.64,183,WX56YZ,2923898.26,268110003
8210406084,Njeri,98102059,Retail,KES,2021-02-24,2023-07-29,13.04,89005299.41,8978110.99,5911690.28,87,CD56EF,964236.65,268110000
4885167339,Muthoni,13635725,Term Loan,KES,2023-05-23,2023-05-05,11.16,31684203.31,40149490.15,6088086.92,134,OP12QR,3020855.77,268110001
1144084886,Omondi,91117857,Corporate,KES,2021-03-06,2023-08-09,9.05,105177641.4,94901230.22,3604512.53,361,OP12QR,2000962.3,268110002
5054906189,Achieng,48710355,Asset Finance,KES,2022-09-25,2023-09-09,13.88,78469225.1,79655947.65,5645515.38,210,OP12QR,1374105.66,268110002
7679035958,Wanjiku,100640825,Corporate,KES,2022-10-28,2023-02-20,11.24,89167296.82,2194382.32,583961.52,246,CD56EF,3076985.45,268110000
5269037937,Auma,80737740,Asset Finance,KES,2023-03-12,2023-01-22,11.19,24533703.68,9932943.89,157944.2,231,MN78OP,277465.93,268110005
4591042391,Muthoni,100095710,Asset Finance,KES,2022-04-23,2023-06-02,12.23,95264124.85,68806651.18,9305865.47,221,WX56YZ,1982237.67,268110056
9087115052,Odhiambo,76887773,Retail,USD,2022-08-10,2023-05-05,14.4,14523795.93,103730507.3,8522022.69,205,OP12QR,2793344.48,268110001
936541122,Ochieng,33592965,Corporate,KES,2021-07-11,2023-08-24,9.8,3717714.92,64106831.58,1242840.43,108,OP12QR,1282537.66,268110001
8467725182,Auma,28565973,Retail,KES,2023-07-16,2023-07-08,10.11,118172493.1,94687251.91,3077700.3,279,WX56YZ,1727667.3,268110004
8748504585,Njeri,109447289,Term Loan,USD,2021-10-24,2023-02-19,9.7,109241118.7,27521603.51,9881436.45,2,WX56YZ,2941433.89,268110056
